trial b/dMass b/dRadius b/dEcc b/dOrbPeriod star/dMass star/dAge star/dXUVEngleMidLateA star/dXUVEngleMidLateB star/dXUVEngleMidLateC star/dXUVEngleMidLateD star/dFlareSlopeA1 star/dFlareSlopeA2 star/dFlareSlopeA3 star/dFlareYIntB1 star/dFlareYIntB2 star/dFlareYIntB3 vpl/dStopTime 
rand_391 -1.684221 -1.137686 0.000062 -1.628941 0.193468 6401292.974807 -0.340271 -2.675789 -1.363520 0.369087 -0.147835 0.515593 -0.615724 4.675962 -16.401950 19.371395 6804954447.987164 
rand_392 -1.669159 -1.123364 0.005168 -1.628897 0.194264 5220111.675411 -0.226743 -3.175449 -1.414543 0.356355 -0.148552 0.517698 -0.617625 4.699442 -16.470566 19.434329 6533266365.608509 
rand_393 -1.674486 -1.133023 0.016403 -1.628895 0.198313 5917943.460567 -0.089679 -3.271273 -1.822965 0.287468 -0.148941 0.514367 -0.615552 4.712209 -16.353270 19.361735 7578851907.058392 
rand_394 -1.665776 -1.123369 0.005144 -1.628922 0.194343 4790812.704036 -0.176065 -2.600666 -1.743993 0.299748 -0.147480 0.515912 -0.618392 4.662359 -16.408002 19.460750 7346780815.767127 
rand_395 -1.675573 -1.108712 0.006590 -1.628986 0.193892 6147770.102365 -0.163224 -2.718248 -1.529746 0.257768 -0.147476 0.517351 -0.619301 4.662787 -16.459033 19.492177 8470197758.199136 
rand_396 -1.622627 -1.096914 0.005106 -1.628888 0.192144 6775824.667914 -0.095883 -2.911505 -1.841724 0.306694 -0.148495 0.515044 -0.616709 4.697731 -16.380026 19.402895 7422646155.444736 
rand_397 -1.638767 -1.150310 0.003846 -1.628935 0.196861 5941621.157934 -0.086478 -1.895975 -1.961792 0.258761 -0.149122 0.517879 -0.617724 4.718773 -16.474045 19.436245 7048777600.447797 
rand_398 -1.647803 -1.111388 0.001491 -1.628931 0.197324 5844249.071837 -0.131947 -2.247144 -2.021001 0.325059 -0.147595 0.520097 -0.620483 4.667312 -16.553622 19.532507 6708409428.163905 
rand_399 -1.623623 -1.139531 0.003348 -1.628902 0.197607 6028129.091831 -0.106671 -1.915110 -1.939323 0.298278 -0.149076 0.517474 -0.615866 4.717390 -16.463232 19.374903 7126833472.149522 
rand_400 -1.683097 -1.134477 0.003898 -1.628904 0.196241 5831043.090991 -0.190998 -1.996796 -1.874542 0.285831 -0.147862 0.516413 -0.616057 4.676130 -16.431820 19.385084 6844399261.634845 
rand_401 -1.681937 -1.110216 0.007162 -1.628846 0.187397 4747165.481792 -0.248581 -2.446776 -2.051631 0.374039 -0.147816 0.515861 -0.617989 4.674311 -16.407603 19.447183 6837727664.683925 
rand_402 -1.672809 -1.139690 0.005345 -1.628947 0.190375 4078822.813695 -0.183178 -2.546075 -1.546058 0.315922 -0.147984 0.518180 -0.618801 4.679740 -16.488779 19.476945 6696017512.225398 
rand_403 -1.712563 -1.139620 0.009114 -1.628902 0.188105 3591592.101375 -0.221076 -2.054710 -1.386753 0.206031 -0.148223 0.517705 -0.617661 4.688541 -16.473612 19.437863 7682458092.863061 
rand_404 -1.666324 -1.090715 0.007049 -1.628873 0.192140 5064813.598940 -0.159784 -2.852381 -1.671317 0.236265 -0.147954 0.518634 -0.619206 4.679727 -16.501895 19.486966 6720674707.027416 
rand_405 -1.655371 -1.120245 0.003367 -1.628971 0.193276 4716015.388603 -0.088344 -2.823073 -1.697370 0.205634 -0.146776 0.517767 -0.620101 4.639084 -16.473299 19.519304 7144780557.563753 
rand_406 -1.653839 -1.117390 0.010092 -1.628944 0.201119 5369048.324356 -0.130176 -3.468292 -1.803810 0.284742 -0.148454 0.518474 -0.618902 4.695807 -16.496227 19.477873 6858039958.259005 
rand_407 -1.667197 -1.136125 0.004703 -1.628902 0.194452 5318886.551229 -0.156009 -3.087837 -1.362753 0.267848 -0.148738 0.513737 -0.615177 4.706090 -16.332953 19.348797 7235513203.588730 
rand_408 -1.668459 -1.124097 0.011589 -1.628973 0.196427 5000290.210806 -0.245519 -2.602947 -2.118745 0.359972 -0.147426 0.518520 -0.620280 4.660823 -16.496745 19.524098 7218624433.275050 
rand_409 -1.666577 -1.121062 0.007610 -1.628897 0.191033 5289263.780820 -0.101688 -2.746006 -1.529977 0.276337 -0.147918 0.521040 -0.620635 4.678067 -16.586363 19.538026 7638887529.783066 
rand_410 -1.652841 -1.132969 0.000754 -1.628957 0.197309 4646325.942010 -0.232790 -3.120883 -1.418600 0.263404 -0.148524 0.517459 -0.618073 4.698248 -16.463616 19.451382 7324285881.184469 
rand_411 -1.660503 -1.122122 0.002878 -1.628955 0.203054 4281615.120681 -0.066835 -2.507083 -1.422931 0.241878 -0.148155 0.516191 -0.616240 4.686419 -16.420411 19.388146 6988476178.033395 
rand_412 -1.654059 -1.145521 0.005691 -1.628956 0.190852 4870697.518584 -0.303367 -3.754899 -1.604600 0.368257 -0.148720 0.518288 -0.620131 4.705022 -16.484296 19.515069 7340498331.528505 
rand_413 -1.647555 -1.137150 0.005981 -1.628896 0.188560 5656221.452815 -0.118232 -2.924438 -2.097939 0.340502 -0.148260 0.513823 -0.614633 4.689733 -16.341537 19.334417 7419796353.123001 
rand_414 -1.675056 -1.100551 0.008985 -1.628957 0.194036 6393346.033433 -0.150370 -2.861972 -1.239286 0.263368 -0.149312 0.518170 -0.617811 4.725908 -16.484383 19.438027 6840272771.422254 
rand_415 -1.658964 -1.109361 0.003984 -1.628918 0.194194 7174364.920180 -0.129935 -3.270642 -1.825529 0.327201 -0.147924 0.512499 -0.614597 4.677636 -16.294132 19.332900 6630760573.646870 
rand_416 -1.641943 -1.149307 0.008213 -1.628930 0.192901 5887266.849196 -0.126374 -3.576571 -1.820487 0.376883 -0.148595 0.516142 -0.617715 4.700805 -16.413927 19.434483 7464666341.788445 
rand_417 -1.688894 -1.130852 0.006030 -1.628939 0.189971 4206280.575109 -0.161336 -2.158645 -1.468797 0.274568 -0.147638 0.517595 -0.618768 4.668419 -16.466424 19.473007 7112937593.153821 
rand_418 -1.644932 -1.126809 0.004786 -1.628875 0.197858 4936716.437651 -0.131878 -2.147640 -1.837683 0.309434 -0.149267 0.517630 -0.616847 4.723213 -16.467690 19.408907 6049107141.356753 
rand_419 -1.652515 -1.104991 0.002023 -1.628920 0.201298 5945158.559316 -0.102721 -2.451486 -1.998467 0.289329 -0.147770 0.517577 -0.618567 4.673275 -16.466105 19.466164 6475433767.006088 
rand_420 -1.681104 -1.145949 0.008097 -1.628958 0.185137 6008552.029307 -0.089376 -3.261017 -2.206341 0.283728 -0.148737 0.520112 -0.618804 4.706071 -16.553942 19.475238 7558225938.056346 
rand_421 -1.674156 -1.094463 0.007965 -1.628928 0.188345 3540099.071518 -0.092615 -2.258481 -2.143325 0.306553 -0.148055 0.512410 -0.614502 4.682873 -16.292652 19.330548 8164588194.003649 
rand_422 -1.626854 -1.107980 0.000564 -1.628918 0.190959 5482716.798805 -0.254673 -2.486900 -1.606920 0.311215 -0.147858 0.518049 -0.619252 4.676482 -16.480704 19.488112 6591620704.534190 
rand_423 -1.698474 -1.162490 0.000786 -1.628926 0.193678 3450547.731229 -0.161272 -2.877255 -2.204877 0.298766 -0.147769 0.517117 -0.619055 4.672759 -16.449264 19.482440 8348067204.802135 
rand_424 -1.637850 -1.158207 0.006190 -1.628907 0.194117 6197954.128809 -0.105188 -2.162946 -1.277347 0.249159 -0.148143 0.515072 -0.616336 4.686097 -16.382684 19.392057 6444327954.984487 
rand_425 -1.654420 -1.137021 0.006408 -1.628892 0.196916 5589897.060622 -0.092033 -3.259594 -2.242598 0.380197 -0.148624 0.517127 -0.617202 4.702226 -16.453842 19.422307 7579641468.998403 
rand_426 -1.655396 -1.144397 0.005563 -1.628939 0.198619 1688942.836742 -0.149901 -2.572760 -1.695506 0.260116 -0.147922 0.519345 -0.619731 4.677907 -16.525759 19.506165 7200166746.777733 
rand_427 -1.690639 -1.136008 0.000889 -1.628930 0.203378 5917291.978587 -0.245598 -2.284414 -1.183912 0.307861 -0.149056 0.513694 -0.614712 4.716782 -16.333528 19.335171 7346380112.041109 
rand_428 -1.626830 -1.150783 0.000876 -1.628906 0.192950 6122459.942388 -0.224415 -3.301607 -1.607474 0.300716 -0.147595 0.518792 -0.620130 4.666874 -16.507114 19.519217 6572952543.675053 
rand_429 -1.630209 -1.125695 0.007172 -1.628912 0.195342 4645700.025120 -0.117661 -2.885045 -1.688672 0.235262 -0.147809 0.523413 -0.623371 4.674481 -16.666510 19.630276 6674733013.653116 
rand_430 -1.703502 -1.127603 0.005606 -1.628899 0.196879 6445280.882119 -0.125652 -2.742339 -1.142192 0.275408 -0.148898 0.516318 -0.616024 4.711435 -16.422846 19.379660 7365820964.719877 
rand_431 -1.682126 -1.137873 0.002559 -1.628945 0.191956 4849071.724155 -0.247167 -2.924454 -1.382896 0.341625 -0.147511 0.515825 -0.617740 4.664040 -16.407743 19.439213 7196698320.404921 
rand_432 -1.669615 -1.139460 0.009387 -1.628950 0.197670 5324434.541107 -0.159803 -2.664940 -1.600751 0.290616 -0.147301 0.519151 -0.620826 4.656983 -16.517691 19.541818 6906851961.194808 
rand_433 -1.672816 -1.106220 0.011457 -1.628960 0.198797 4914044.819896 -0.036008 -2.860204 -2.518340 0.300074 -0.149035 0.515567 -0.616125 4.715768 -16.396663 19.383432 6887045834.361103 
rand_434 -1.641309 -1.150028 0.000184 -1.628891 0.189169 5040502.338541 -0.213300 -2.955022 -1.395791 0.300486 -0.147366 0.520884 -0.621592 4.659418 -16.579521 19.569210 7138061030.016081 
rand_435 -1.684143 -1.124619 0.002275 -1.628955 0.191796 5967787.505565 -0.101764 -3.098392 -1.293405 0.156039 -0.147953 0.517572 -0.618267 4.678769 -16.465785 19.456473 6790894703.890608 
rand_436 -1.654215 -1.152872 0.003693 -1.628947 0.189512 3767669.879970 -0.247005 -2.517088 -1.438220 0.243627 -0.149255 0.520343 -0.620437 4.722905 -16.553183 19.524791 6884688108.612855 
rand_437 -1.661005 -1.170895 0.007541 -1.628907 0.193850 6009106.671291 -0.108865 -3.100880 -1.970172 0.293515 -0.148299 0.518160 -0.619432 4.690524 -16.483686 19.494247 7281004999.319931 
rand_438 -1.642536 -1.123787 0.001355 -1.628936 0.191557 6761170.596218 -0.228828 -2.672835 -1.309073 0.268983 -0.149181 0.515465 -0.615950 4.721629 -16.390795 19.373701 7429028839.928145 
rand_439 -1.647365 -1.106204 0.009301 -1.628899 0.193960 3817664.358559 -0.226048 -2.943263 -1.862447 0.345763 -0.148330 0.518071 -0.620195 4.691273 -16.481508 19.521568 7297855741.170062 
rand_440 -1.686539 -1.128111 0.001906 -1.628937 0.197402 3417327.000106 -0.011629 -2.765229 -2.548560 0.296091 -0.148295 0.514569 -0.616407 4.690666 -16.364503 19.393829 7155036650.315349 
rand_441 -1.615822 -1.137810 0.006458 -1.628937 0.192579 5730859.813068 -0.248857 -2.328400 -1.385601 0.335362 -0.148669 0.519067 -0.619848 4.703432 -16.514935 19.508625 6302464583.310622 
rand_442 -1.645497 -1.109218 0.006691 -1.628918 0.200115 3810601.945743 -0.139050 -2.391904 -2.377128 0.312931 -0.148500 0.514881 -0.614919 4.698245 -16.378615 19.345357 6604140903.410427 
rand_443 -1.645116 -1.132713 0.004424 -1.628931 0.191469 5165884.326255 -0.213737 -3.192363 -0.990212 0.366815 -0.148606 0.518303 -0.618387 4.701267 -16.490037 19.459397 6435250349.303403 
rand_444 -1.668947 -1.118706 0.000417 -1.628915 0.191474 6957567.701772 -0.234214 -2.044460 -1.656475 0.367119 -0.147653 0.514366 -0.616533 4.669064 -16.359629 19.399518 6334807458.477594 
rand_445 -1.645468 -1.118733 0.006212 -1.628874 0.196531 6146276.267571 -0.234058 -2.987703 -1.675136 0.362024 -0.148770 0.518852 -0.618598 4.706761 -16.510014 19.467794 6898109162.734845 
rand_446 -1.627967 -1.116138 0.005255 -1.628963 0.195404 6046854.471542 -0.199336 -3.207097 -1.696485 0.326844 -0.147984 0.515995 -0.617101 4.680655 -16.416006 19.418712 7750154068.169247 
rand_447 -1.650001 -1.086528 0.002247 -1.628955 0.192560 4929284.494634 -0.256258 -3.815941 -1.736150 0.354604 -0.147708 0.513930 -0.615181 4.670787 -16.343120 19.352462 7217221894.997496 
rand_448 -1.649207 -1.143229 0.007798 -1.628876 0.199326 4583029.883770 -0.168343 -2.738924 -1.789314 0.314974 -0.147696 0.518315 -0.619057 4.670563 -16.493594 19.484852 7387658257.881554 
rand_449 -1.656669 -1.138926 0.005853 -1.628956 0.193266 5959691.197049 -0.228384 -2.410774 -1.601056 0.394459 -0.147012 0.517809 -0.619178 4.647463 -16.479677 19.491515 7061394127.528223 
rand_450 -1.652819 -1.160240 0.001649 -1.628959 0.195712 7553739.087666 -0.081605 -3.163419 -1.445356 0.247516 -0.148562 0.515629 -0.615780 4.699925 -16.404634 19.375123 7490366865.263307 
rand_451 -1.653977 -1.153023 0.007315 -1.628946 0.189984 5398638.671382 -0.047515 -2.648836 -1.768055 0.271429 -0.147556 0.515104 -0.616530 4.665653 -16.382903 19.398214 6849386826.407530 
rand_452 -1.676354 -1.127940 0.001964 -1.628904 0.196410 4339312.343526 -0.214568 -1.875913 -2.154247 0.332037 -0.148027 0.518725 -0.619667 4.681896 -16.506180 19.503805 7050832891.645259 
rand_453 -1.708071 -1.133880 0.002687 -1.628937 0.188911 4651565.385520 -0.097767 -2.643776 -2.159038 0.313548 -0.148176 0.520924 -0.621405 4.686562 -16.576687 19.560442 7190620736.230185 
rand_454 -1.655599 -1.108524 0.010001 -1.628899 0.190940 4345118.482573 -0.258586 -3.214600 -2.097888 0.358771 -0.148516 0.520805 -0.620946 4.698624 -16.574870 19.545851 6930092087.980349 
rand_455 -1.673403 -1.145079 0.001110 -1.628980 0.199094 6621532.978586 -0.149803 -2.812131 -1.190295 0.181142 -0.148297 0.518803 -0.619193 4.691049 -16.508888 19.487825 6837893482.690797 
rand_456 -1.657535 -1.140057 0.007062 -1.628966 0.194077 6591092.810003 -0.235198 -3.023213 -1.333185 0.316748 -0.147995 0.519245 -0.620058 4.680359 -16.524720 19.519395 8048394632.676196 
rand_457 -1.666713 -1.158017 0.003647 -1.628970 0.199364 4962530.755166 -0.090302 -3.296299 -1.686766 0.276891 -0.147492 0.516792 -0.617901 4.663303 -16.443295 19.447060 7945662115.761189 
rand_458 -1.665956 -1.127622 0.008654 -1.628939 0.201681 4200767.244332 -0.171969 -2.375811 -1.992378 0.371077 -0.147303 0.519017 -0.620558 4.657078 -16.514044 19.533693 7229338987.518516 
rand_459 -1.643432 -1.134505 0.012176 -1.628983 0.193872 3066550.365194 -0.126715 -2.984252 -1.777551 0.237624 -0.147466 0.513287 -0.615616 4.662383 -16.323736 19.369166 7357439174.024869 
rand_460 -1.684425 -1.116937 0.007650 -1.628910 0.193156 4450826.708969 -0.031050 -2.774672 -1.603626 0.273856 -0.147892 0.518046 -0.618969 4.677296 -16.484851 19.481960 6395532377.238070 
rand_461 -1.680509 -1.152704 0.005425 -1.628919 0.199393 6321296.272657 -0.202686 -2.372217 -1.154623 0.209096 -0.148287 0.518561 -0.618706 4.690291 -16.500776 19.472093 7374354803.561029 
rand_462 -1.643294 -1.147712 0.008356 -1.629028 0.196546 4697715.856816 -0.154415 -3.125005 -1.254899 0.288772 -0.148591 0.514478 -0.616261 4.701268 -16.357057 19.384249 6652234429.009068 
rand_463 -1.634376 -1.183124 0.006064 -1.628904 0.191573 6323489.749307 -0.190737 -2.785442 -1.786134 0.354325 -0.148031 0.521077 -0.621225 4.681412 -16.586174 19.558175 6975157486.493278 
rand_464 -1.660575 -1.136269 0.003863 -1.628952 0.197299 4200604.612233 -0.187579 -3.028816 -1.900060 0.305044 -0.149078 0.519467 -0.620198 4.717258 -16.529561 19.521635 7673871969.775814 
rand_465 -1.658431 -1.115296 0.014272 -1.628915 0.184753 4417868.600085 -0.062828 -2.341957 -1.697024 0.246646 -0.148792 0.519626 -0.618929 4.707498 -16.534304 19.476914 7266868388.237826 
rand_466 -1.671782 -1.130605 0.004915 -1.628889 0.192241 5571159.205934 -0.065535 -3.094791 -1.134535 0.086840 -0.148122 0.514713 -0.615847 4.684765 -16.371369 19.377034 7519750938.565409 
rand_467 -1.649441 -1.144843 0.000944 -1.628923 0.192663 4165752.577301 -0.101687 -2.701047 -1.543509 0.280998 -0.148696 0.518905 -0.618361 4.704079 -16.511449 19.459462 7259593464.338159 
rand_468 -1.683606 -1.119476 0.009588 -1.628960 0.194211 5484213.626690 -0.109743 -2.517713 -1.547255 0.228923 -0.148035 0.513428 -0.614405 4.681791 -16.326709 19.326783 6498322750.698313 
rand_469 -1.645126 -1.103646 0.004077 -1.628939 0.193576 4260951.365575 -0.106943 -3.285109 -1.056398 0.177631 -0.148791 0.515537 -0.615846 4.707620 -16.399302 19.376530 6922952040.177742 
rand_470 -1.693627 -1.114537 0.000836 -1.628921 0.195319 5364613.469474 -0.021944 -2.330742 -1.967322 0.216830 -0.148442 0.516712 -0.617160 4.696365 -16.438480 19.419107 7088082805.111308 
rand_471 -1.661338 -1.128972 0.004742 -1.628866 0.197336 4165248.441831 -0.228452 -3.694456 -1.295816 0.354235 -0.147892 0.519803 -0.620667 4.677431 -16.543108 19.538606 7257708147.352869 
rand_472 -1.674064 -1.152202 0.004984 -1.628875 0.190431 5172064.701753 -0.206567 -2.334312 -1.732713 0.349814 -0.147402 0.515565 -0.616997 4.660212 -16.401782 19.416488 6416468546.990919 
rand_473 -1.608894 -1.104686 0.003217 -1.628876 0.194597 5861763.948745 -0.103604 -2.601100 -2.042722 0.318741 -0.149364 0.517374 -0.616847 4.726408 -16.459501 19.408724 6827883977.822499 
rand_474 -1.647061 -1.137483 0.004095 -1.628905 0.195648 5831644.959676 -0.106812 -1.553166 -2.219194 0.384545 -0.147324 0.519490 -0.620521 4.658259 -16.531201 19.532479 7383605400.479371 
rand_475 -1.650316 -1.106847 0.006140 -1.628915 0.190563 4173432.405907 -0.088386 -2.880121 -1.777450 0.344840 -0.148264 0.516862 -0.618388 4.689900 -16.439797 19.459149 8212102987.228289 
rand_476 -1.678717 -1.142784 0.008684 -1.628899 0.197685 3620271.996786 -0.185365 -2.552521 -2.017273 0.368438 -0.147630 0.515782 -0.617621 4.667685 -16.405783 19.436054 8053088541.170533 
rand_477 -1.659618 -1.118733 0.007836 -1.628995 0.195622 4376959.928543 -0.357578 -3.073743 -1.608454 0.353097 -0.147403 0.514998 -0.616383 4.660711 -16.384201 19.396305 7260814272.374458 
rand_478 -1.651294 -1.141709 0.004567 -1.628985 0.191597 3854009.918090 -0.129908 -2.910023 -1.342837 0.241223 -0.147528 0.520457 -0.620914 4.664497 -16.565671 19.548018 6676432211.092485 
rand_479 -1.642728 -1.132340 0.003279 -1.628896 0.185363 6053416.369142 -0.089592 -2.818577 -1.788487 0.274044 -0.149061 0.515236 -0.615638 4.716949 -16.387241 19.367155 7249412730.787302 
rand_480 -1.641686 -1.113692 0.001001 -1.628910 0.197713 3753871.486838 0.016228 -3.105527 -2.047708 0.240608 -0.148111 0.517568 -0.618358 4.684586 -16.466551 19.459696 7393766787.964289 
rand_481 -1.636172 -1.154296 0.002111 -1.628941 0.199441 4157344.373827 -0.113859 -3.113493 -1.937924 0.375541 -0.148345 0.515576 -0.615833 4.692495 -16.401150 19.375850 6531857144.502553 
rand_482 -1.666462 -1.161653 0.009345 -1.628978 0.196054 5916025.969988 -0.165828 -2.948876 -1.469755 0.285686 -0.147519 0.517403 -0.619060 4.664058 -16.458272 19.482043 7076993994.463924 
rand_483 -1.658303 -1.146051 0.008192 -1.628913 0.188275 5314187.051562 -0.188780 -3.096058 -1.790560 0.360691 -0.147794 0.518475 -0.620192 4.672978 -16.496833 19.523045 7215698502.240560 
rand_484 -1.649033 -1.141630 0.008320 -1.628978 0.193063 7426531.604870 -0.184594 -2.353386 -1.556837 0.266319 -0.148165 0.519290 -0.618708 4.686505 -16.525789 19.471679 7471742528.348727 
rand_485 -1.651840 -1.126741 0.005619 -1.628953 0.196703 4168462.567612 -0.297785 -2.305415 -1.477299 0.349579 -0.148412 0.519454 -0.620416 4.694444 -16.529108 19.528957 7388210652.198630 
rand_486 -1.661473 -1.092454 0.008334 -1.628941 0.203757 3581926.026807 -0.269107 -3.536957 -1.327329 0.354643 -0.148409 0.512596 -0.613256 4.694419 -16.297464 19.286401 7841495641.106667 
rand_487 -1.659413 -1.124962 0.002708 -1.628953 0.193783 4741569.867560 -0.122921 -3.339560 -1.810228 0.224506 -0.148770 0.515763 -0.615897 4.706688 -16.405924 19.376924 7739096464.774358 
rand_488 -1.653247 -1.107025 0.004193 -1.628942 0.194167 4596025.480644 -0.138446 -2.792828 -1.837696 0.332462 -0.148137 0.514434 -0.615595 4.684834 -16.361571 19.367742 7057602006.445195 
rand_489 -1.714932 -1.131140 0.002734 -1.628888 0.195242 5234344.728948 -0.165887 -3.349924 -1.865864 0.296767 -0.147865 0.514111 -0.615644 4.676136 -16.352358 19.370428 7516960420.278784 
rand_490 -1.668881 -1.125683 0.004074 -1.628924 0.197676 3967206.545860 -0.065737 -2.957224 -1.152993 0.205339 -0.148721 0.513383 -0.614843 4.704604 -16.320717 19.338537 6878978393.527267 
rand_491 -1.634269 -1.103062 0.010856 -1.628942 0.188222 5445280.599138 -0.043859 -2.247012 -1.334198 0.187031 -0.147827 0.517810 -0.618970 4.674654 -16.471784 19.479094 7425034794.114429 
rand_492 -1.656987 -1.117495 0.007051 -1.628920 0.198162 4794591.292898 -0.138123 -2.842793 -1.903800 0.341044 -0.148249 0.519931 -0.620674 4.689192 -16.545793 19.537518 6433241226.253657 
rand_493 -1.640543 -1.127534 0.010425 -1.628964 0.196536 6219645.962759 -0.111950 -2.899563 -1.572841 0.327201 -0.148020 0.514787 -0.616819 4.681127 -16.371860 19.407818 7172773367.308901 
rand_494 -1.685598 -1.119551 0.008774 -1.628930 0.195652 5892830.915657 -0.174717 -3.377834 -1.418496 0.315525 -0.147473 0.520840 -0.621280 4.663192 -16.581369 19.561450 6762943754.400320 
rand_495 -1.680087 -1.145399 0.001271 -1.628943 0.200452 4875245.753808 -0.173622 -3.651855 -1.355913 0.227645 -0.148509 0.515104 -0.614315 4.698332 -16.389976 19.327385 7169905297.051590 
rand_496 -1.695112 -1.121823 0.005856 -1.628930 0.188284 4700233.872586 -0.158160 -2.673980 -1.657355 0.308819 -0.148228 0.516077 -0.618030 4.687674 -16.413008 19.448081 7774272319.451904 
rand_497 -1.654959 -1.137871 0.002590 -1.628944 0.192106 5024580.813751 -0.122074 -2.676803 -2.011969 0.322905 -0.148393 0.519299 -0.619859 4.693860 -16.523717 19.509154 6838216411.248575 
rand_498 -1.704324 -1.123682 0.001344 -1.628940 0.198136 3909467.905990 -0.115497 -2.973934 -1.570207 0.397188 -0.148401 0.514002 -0.615593 4.694183 -16.345316 19.366584 8067483870.397808 
rand_499 -1.664489 -1.148808 0.003617 -1.628911 0.192116 4657092.649800 -0.115444 -1.917686 -2.321314 0.377012 -0.148692 0.516393 -0.618357 4.704192 -16.420767 19.455866 7227011450.164694 
