trial b/dMass b/dRadius b/dEcc b/dOrbPeriod star/dMass star/dSatXUVFrac star/dSatXUVTime star/dXUVBeta star/dAge star/dFlareSlopeA1 star/dFlareSlopeA2 star/dFlareSlopeA3 star/dFlareYIntB1 star/dFlareYIntB2 star/dFlareYIntB3 vpl/dStopTime 
rand_415 -1.641592 -1.109228 0.001605 -1.628915 0.199899 0.000814 591204173.937474 1.133105 4283924.098008 -0.148379 0.516428 -0.617145 4.693699 -16.428184 19.419070 7226478691.836422 
rand_416 -1.639550 -1.114179 0.003437 -1.628912 0.196817 0.000422 941738941.813254 0.991158 5986232.073526 -0.148967 0.523620 -0.622197 4.714066 -16.670666 19.588214 5974443366.832742 
rand_417 -1.632590 -1.121070 0.008737 -1.628916 0.201781 0.000518 1323243863.458707 1.479047 5188344.326366 -0.148128 0.518237 -0.619283 4.685177 -16.486086 19.488438 7235308873.621802 
rand_418 -1.692779 -1.121376 0.001264 -1.628912 0.197213 0.001267 677655926.774742 1.237583 7101730.087659 -0.148520 0.517987 -0.617906 4.697929 -16.483727 19.447555 6441141857.802938 
rand_419 -1.662907 -1.127328 0.006321 -1.628955 0.196203 0.002092 510024870.761494 1.322881 5267680.445839 -0.148261 0.517539 -0.618798 4.689602 -16.464523 19.474272 6261780829.471232 
rand_420 -1.652418 -1.118759 0.003315 -1.628894 0.190066 0.000670 733379764.252450 1.148641 3754175.436876 -0.147750 0.519252 -0.619892 4.672030 -16.524077 19.511780 6667731734.849688 
rand_421 -1.643433 -1.130834 0.002621 -1.628963 0.189140 0.000555 1089873435.902725 1.550949 3414940.565066 -0.147717 0.517349 -0.617990 4.671238 -16.462704 19.449881 5385686815.792550 
rand_422 -1.647889 -1.118815 0.000061 -1.628921 0.182233 0.000545 1209762664.961802 1.357051 6001645.419660 -0.148631 0.519741 -0.619737 4.701827 -16.544069 19.510489 6338423403.564750 
rand_423 -1.679575 -1.111649 0.000799 -1.628949 0.197421 0.000780 654312458.156475 0.919727 3958473.332520 -0.148447 0.519300 -0.619270 4.696031 -16.526777 19.491646 8501402641.614801 
rand_424 -1.648161 -1.155155 0.009586 -1.628977 0.196024 0.000750 466613878.749443 1.059596 3868876.513240 -0.147102 0.521658 -0.623587 4.650246 -16.601505 19.634282 6228721357.552174 
rand_425 -1.652612 -1.108074 0.006267 -1.628946 0.186298 0.001261 337407256.715649 1.124479 4485015.475635 -0.147837 0.517349 -0.617846 4.675282 -16.461343 19.443863 6467426376.991166 
rand_426 -1.652674 -1.131156 0.001151 -1.628934 0.195930 0.000770 672994719.326352 1.042152 5996258.071781 -0.147851 0.516771 -0.617225 4.675999 -16.443981 19.424624 8833143341.491268 
rand_427 -1.685218 -1.100836 0.002620 -1.628894 0.200417 0.001664 487904144.992515 1.102822 4632276.059429 -0.148060 0.521508 -0.622087 4.682770 -16.599294 19.585773 7698499176.489639 
rand_428 -1.681493 -1.104591 0.004074 -1.628882 0.193377 0.000831 946670512.243445 1.006366 4158388.422112 -0.148396 0.517232 -0.617834 4.694646 -16.453745 19.440708 7643253000.984551 
rand_429 -1.618319 -1.150615 0.004860 -1.628935 0.195819 0.000700 2251708834.281157 1.603810 6212607.053291 -0.148390 0.515389 -0.616856 4.693923 -16.389172 19.406722 8904235738.819027 
rand_430 -1.637319 -1.129987 0.002955 -1.628969 0.184824 0.001037 1259901642.272232 1.214244 6041949.893841 -0.147823 0.517591 -0.618800 4.674787 -16.464855 19.473045 7026191912.057306 
rand_431 -1.661448 -1.167317 0.001193 -1.628966 0.189972 0.000740 416276690.484263 0.889907 6667066.148357 -0.148526 0.513351 -0.614835 4.698238 -16.318583 19.337316 7865625262.145687 
rand_432 -1.661055 -1.137722 0.002925 -1.628910 0.195127 0.000301 592885922.058744 0.806739 6351330.547108 -0.148578 0.517026 -0.617036 4.700064 -16.449101 19.416208 5768069984.220460 
rand_433 -1.608875 -1.122885 0.002674 -1.628912 0.194604 0.000873 1258893378.335621 1.414263 6058916.035895 -0.147920 0.516639 -0.618520 4.678103 -16.435766 19.466425 7326312524.141242 
rand_434 -1.658957 -1.113061 0.011531 -1.628947 0.190816 0.003370 510253130.543134 1.401563 4248758.279232 -0.146492 0.512033 -0.615533 4.629595 -16.281895 19.367300 7980159908.373772 
rand_435 -1.662686 -1.128615 0.014145 -1.628963 0.201731 0.001754 214928315.671918 1.134393 5659028.626493 -0.147678 0.516811 -0.617984 4.669766 -16.440589 19.447333 7906124176.371334 
rand_436 -1.678248 -1.121145 0.005700 -1.628904 0.191992 0.002027 201324521.654876 1.079071 6214635.274064 -0.147987 0.512802 -0.614576 4.679951 -16.304746 19.332250 6170735387.659258 
rand_437 -1.665374 -1.144049 0.000265 -1.628964 0.201591 0.001438 862441140.126356 1.635781 6855798.242575 -0.147788 0.520301 -0.622296 4.673329 -16.556523 19.592109 6194452858.905481 
rand_438 -1.698705 -1.130380 0.005852 -1.628943 0.188259 0.000578 2200552190.556164 1.241840 5171124.625063 -0.147570 0.518451 -0.618853 4.666473 -16.498379 19.477431 6692753311.829083 
rand_439 -1.648022 -1.141803 0.004291 -1.628918 0.192571 0.001106 500229662.641792 1.165122 4508040.404525 -0.149199 0.515797 -0.615075 4.721474 -16.407594 19.348707 7097071816.866742 
rand_440 -1.631037 -1.124349 0.000860 -1.628985 0.197675 0.000326 2826156702.483254 1.664877 4115868.337929 -0.148162 0.515937 -0.616619 4.686804 -16.410102 19.399468 8576037327.132992 
rand_441 -1.630781 -1.102205 0.013036 -1.628905 0.195339 0.001596 796512355.544139 1.634786 5979430.352350 -0.147940 0.517144 -0.618108 4.678253 -16.452278 19.452025 5533093450.532036 
rand_442 -1.676157 -1.131139 0.005323 -1.628867 0.194945 0.000648 1117728661.042411 1.122829 4333269.254473 -0.148637 0.516277 -0.617084 4.702718 -16.422113 19.415885 9678903242.623833 
rand_443 -1.712778 -1.157422 0.003849 -1.628928 0.199365 0.001264 1079415083.737593 1.724806 5107243.348396 -0.147633 0.518324 -0.620663 4.668331 -16.490807 19.537738 8829359697.543650 
rand_444 -1.652197 -1.126074 0.001872 -1.628932 0.195611 0.000849 907832228.598076 1.491152 4119734.360523 -0.148195 0.517268 -0.618301 4.687415 -16.455967 19.457438 7289953534.910048 
rand_445 -1.629670 -1.115891 0.002873 -1.628930 0.199568 0.000355 1059280850.827651 1.052355 4841078.341377 -0.148680 0.515091 -0.615177 4.703614 -16.382651 19.352095 7895830056.270988 
rand_446 -1.696895 -1.148361 0.002936 -1.628925 0.186466 0.000327 2570101758.815495 0.998273 5438985.769964 -0.148723 0.518511 -0.618218 4.705447 -16.498319 19.454589 8769846048.686672 
rand_447 -1.668593 -1.105163 0.001106 -1.628951 0.192255 0.000971 843561421.855173 0.906812 5269250.573307 -0.146935 0.512839 -0.616638 4.644744 -16.305780 19.402353 9734741927.609182 
rand_448 -1.651779 -1.141927 0.004442 -1.628961 0.200129 0.000636 694207630.236374 1.329309 5737948.907752 -0.147943 0.519912 -0.620321 4.678605 -16.545875 19.526572 6959246168.105228 
rand_449 -1.679344 -1.145205 0.004062 -1.628941 0.194970 0.000965 719530862.816603 1.202680 3625907.502908 -0.147858 0.519351 -0.619951 4.675994 -16.528171 19.515078 6835356093.834878 
rand_450 -1.699748 -1.165612 0.010221 -1.628927 0.186044 0.000788 1192118642.633338 1.367560 4883456.594040 -0.148423 0.516084 -0.617038 4.695171 -16.413013 19.412633 7302126696.992008 
rand_451 -1.677105 -1.124624 0.003009 -1.628958 0.188863 0.001013 503243792.996632 0.960015 4529799.552592 -0.147899 0.514761 -0.616477 4.677462 -16.369120 19.394407 8688756004.370300 
rand_452 -1.673089 -1.093680 0.003218 -1.628967 0.196405 0.001109 675517264.966470 1.670895 4017648.021151 -0.147897 0.519861 -0.620364 4.677831 -16.544987 19.527814 5876807800.445385 
rand_453 -1.703382 -1.122665 0.005630 -1.628943 0.192189 0.000943 1167405368.924064 1.526079 4250486.228240 -0.148793 0.515523 -0.615639 4.707868 -16.400451 19.370171 6931990858.021553 
rand_454 -1.635354 -1.144684 0.005867 -1.628967 0.191684 0.000655 488744128.031385 0.971424 4105918.150084 -0.148170 0.518217 -0.618682 4.686260 -16.489027 19.471509 6915712209.448850 
rand_455 -1.624260 -1.119736 0.006249 -1.628913 0.191267 0.002044 493092269.549304 1.309420 5349930.839984 -0.148115 0.516562 -0.617724 4.684829 -16.433294 19.438943 8055290767.260969 
rand_456 -1.659320 -1.113993 0.003224 -1.629024 0.196204 0.001454 1130504737.946735 1.782355 5400138.899713 -0.148880 0.517733 -0.616340 4.710657 -16.473669 19.391832 7295340147.285029 
rand_457 -1.643222 -1.106787 0.004533 -1.628963 0.193340 0.001102 1202788163.982860 1.392800 5875624.219787 -0.147927 0.520502 -0.621637 4.678102 -16.563379 19.569072 7517426295.416426 
rand_458 -1.694021 -1.154700 0.003614 -1.628893 0.194571 0.000528 1814954071.005324 1.313849 5328062.870736 -0.148083 0.518891 -0.618981 4.683783 -16.509634 19.479289 7676783024.873929 
rand_459 -1.663256 -1.098939 0.005037 -1.628937 0.193918 0.000287 2258277079.616025 1.060110 5158803.931304 -0.148841 0.518604 -0.618829 4.709005 -16.501623 19.476436 6674658247.535856 
rand_460 -1.673315 -1.125731 0.008234 -1.628926 0.195460 0.000814 376356056.473669 0.797300 5078891.137763 -0.148013 0.514824 -0.616673 4.681545 -16.371882 19.402036 9811440588.373808 
rand_461 -1.650534 -1.094936 0.000937 -1.628934 0.203530 0.001472 275502138.456342 0.980596 5675657.871087 -0.148459 0.517932 -0.617105 4.696798 -16.482787 19.419947 6180344324.176588 
rand_462 -1.722054 -1.126888 0.010462 -1.628948 0.188559 0.000636 1309108044.187722 1.668162 2893144.272301 -0.148045 0.513326 -0.615196 4.682631 -16.323418 19.353289 6864079599.163305 
rand_463 -1.666994 -1.118465 0.000802 -1.628901 0.194907 0.001538 150118490.980117 0.818685 4940868.949640 -0.148712 0.511485 -0.612720 4.704178 -16.256422 19.266579 6865591620.210287 
rand_464 -1.645547 -1.148973 0.012364 -1.628946 0.191296 0.000882 552964057.907730 1.228092 5317202.237156 -0.147840 0.513314 -0.615234 4.675461 -16.322335 19.353980 6631888483.077105 
rand_465 -1.654521 -1.110303 0.009236 -1.628953 0.195060 0.000474 1829621669.716101 1.321462 6789630.696640 -0.148477 0.517012 -0.618197 4.696613 -16.445876 19.453509 8388803218.232960 
rand_466 -1.641993 -1.151538 0.002356 -1.628913 0.189693 0.001226 233418184.354089 1.053228 3888424.584388 -0.147136 0.521500 -0.623680 4.650873 -16.597004 19.638732 7695058480.309809 
rand_467 -1.673763 -1.124624 0.008348 -1.628983 0.194045 0.000778 664159267.370654 1.204389 3853140.328040 -0.148615 0.518343 -0.619135 4.701787 -16.490859 19.484213 7505358158.734477 
rand_468 -1.724936 -1.138611 0.000696 -1.628939 0.193619 0.000517 2076374880.379505 1.555393 2729034.720872 -0.147588 0.520771 -0.621668 4.666884 -16.572866 19.570115 6787222200.152847 
rand_469 -1.634726 -1.131762 0.006987 -1.628945 0.193970 0.001061 1473703785.062389 1.686108 3609219.396567 -0.146846 0.518749 -0.620426 4.641527 -16.507951 19.531207 8784523086.257439 
rand_470 -1.642540 -1.108296 0.010112 -1.628939 0.199110 0.000633 926331428.236675 0.932470 4848695.430776 -0.148923 0.514607 -0.614672 4.711644 -16.365939 19.334876 7721388491.251845 
rand_471 -1.623919 -1.137100 0.004523 -1.628944 0.182039 0.000518 1261785111.834865 1.179655 4275966.899014 -0.148153 0.513261 -0.614981 4.685791 -16.322359 19.347492 8052436447.641059 
rand_472 -1.658292 -1.107887 0.007255 -1.628921 0.186733 0.000169 2237951632.501890 0.617658 4254618.415839 -0.147856 0.515855 -0.617062 4.676277 -16.412443 19.418765 7806480733.519257 
rand_473 -1.650426 -1.138139 0.001709 -1.628901 0.193720 0.001669 307008809.544886 0.821041 5022928.972103 -0.147363 0.523018 -0.624694 4.658516 -16.648604 19.673538 7279748743.781535 
rand_474 -1.606427 -1.127382 0.005582 -1.628919 0.192098 0.001089 873835045.472751 1.217744 5582306.048503 -0.147840 0.519534 -0.620734 4.675086 -16.531227 19.539380 8006135860.298743 
rand_475 -1.702573 -1.087004 0.000741 -1.628940 0.197732 0.001111 986950367.834027 1.391289 5012505.015344 -0.148558 0.516912 -0.617481 4.699649 -16.443524 19.429763 7942943432.828736 
rand_476 -1.649772 -1.127566 0.004305 -1.628914 0.190819 0.000635 1377134404.549110 1.319096 5026698.409036 -0.148498 0.517589 -0.618457 4.698080 -16.466842 19.462076 7100811713.828196 
rand_477 -1.631992 -1.131517 0.001071 -1.628911 0.199564 0.000502 1750895080.832593 1.236393 5403609.212629 -0.147932 0.517896 -0.618240 4.678335 -16.478006 19.456020 7154569651.335092 
rand_478 -1.655111 -1.127201 0.006430 -1.628921 0.196265 0.000425 959365013.326198 0.877237 3167290.914917 -0.148269 0.515071 -0.616592 4.689695 -16.382082 19.400538 7028146529.513654 
rand_479 -1.658475 -1.136605 0.001698 -1.628903 0.193158 0.001245 493758581.646658 1.022975 5128994.587235 -0.147974 0.514848 -0.616210 4.679869 -16.373173 19.386483 7485704519.131367 
rand_480 -1.694122 -1.150027 0.007388 -1.628994 0.189865 0.001297 611178946.493107 1.327773 4925067.380377 -0.146169 0.518593 -0.622432 4.618253 -16.495662 19.594032 6288755937.061569 
rand_481 -1.626254 -1.088817 0.008434 -1.628930 0.187000 0.000460 1502047696.816017 1.034630 4992899.877784 -0.148933 0.511771 -0.612587 4.712195 -16.270593 19.265128 7527383668.579375 
rand_482 -1.635414 -1.138126 0.001846 -1.628923 0.190638 0.000714 542826547.286066 1.057053 4415940.269566 -0.148689 0.517612 -0.617175 4.704270 -16.472570 19.422752 6198124155.387843 
rand_483 -1.630501 -1.160450 0.000414 -1.628971 0.190908 0.000615 2004478020.089267 1.444513 4794527.232367 -0.148335 0.518187 -0.619176 4.691504 -16.485468 19.486851 7715325541.923729 
rand_484 -1.660496 -1.133108 0.002469 -1.628925 0.191958 0.001308 770928442.116419 1.420294 5402646.418477 -0.149136 0.514925 -0.614854 4.719258 -16.376336 19.340830 6970461279.561376 
rand_485 -1.667377 -1.122863 0.004509 -1.628906 0.182914 0.001032 1271502238.451310 1.467980 6609047.785503 -0.148021 0.517891 -0.618144 4.681761 -16.476755 19.451420 11239907725.923454 
rand_486 -1.660154 -1.134156 0.001086 -1.628937 0.197210 0.001172 903625195.638673 1.462419 3308629.177180 -0.147851 0.515084 -0.617747 4.675513 -16.380116 19.438068 7421995318.255946 
rand_487 -1.620916 -1.130975 0.003095 -1.628913 0.201452 0.000612 1916777770.894315 1.322969 5571783.890249 -0.147459 0.516253 -0.617724 4.662826 -16.423505 19.439370 6167835124.679009 
rand_488 -1.665987 -1.133278 0.008107 -1.628903 0.190199 0.000578 807933494.773802 1.321089 6217863.515002 -0.148964 0.513015 -0.612849 4.713820 -16.313106 19.273318 6485961616.254122 
rand_489 -1.625915 -1.121489 0.007394 -1.628895 0.193633 0.000349 1176518122.756858 0.974429 3729440.493062 -0.148357 0.514262 -0.614817 4.693075 -16.355925 19.341222 7158256437.052289 
rand_490 -1.663383 -1.113620 0.001492 -1.628900 0.189944 0.000628 625394021.403027 1.399211 4820587.450007 -0.148145 0.514022 -0.614566 4.685455 -16.348553 19.332865 5301416431.173559 
rand_491 -1.679717 -1.133849 0.000249 -1.628894 0.199943 0.000757 1519326982.103993 1.461706 5275775.520599 -0.148034 0.512999 -0.614287 4.682004 -16.312858 19.323396 5651298389.946874 
rand_492 -1.707777 -1.078207 0.004316 -1.628944 0.199592 0.000875 369828276.275027 0.960645 7008946.511190 -0.147989 0.516655 -0.618524 4.680445 -16.432913 19.463371 7203756498.196239 
rand_493 -1.646795 -1.109182 0.003804 -1.628942 0.190155 0.001301 1201524196.740051 1.195987 7173327.671576 -0.148107 0.513835 -0.615770 4.683906 -16.338257 19.372062 8092361378.338179 
rand_494 -1.642333 -1.130109 0.000306 -1.628998 0.199586 0.001280 217777483.266510 0.862586 3729296.720354 -0.148524 0.517459 -0.618073 4.698248 -16.463616 19.451382 7715274711.303619 
rand_495 -1.686462 -1.156369 0.006432 -1.628960 0.191604 0.001398 176933906.171114 0.939928 4697767.628183 -0.149000 0.521437 -0.620586 4.714795 -16.596612 19.534161 7283259980.463124 
rand_496 -1.626032 -1.127715 0.001936 -1.628898 0.202757 0.000679 1581368777.810102 1.702840 5199490.998624 -0.148367 0.513862 -0.616276 4.692883 -16.338590 19.388519 8119300775.334578 
rand_497 -1.691772 -1.113722 0.006213 -1.628947 0.193841 0.000391 806134352.375793 1.220499 5556454.502757 -0.147681 0.517120 -0.617890 4.670646 -16.452451 19.443840 5778062701.463865 
rand_498 -1.643706 -1.113569 0.006833 -1.628920 0.198874 0.001350 1160115839.873308 1.777015 5200797.913979 -0.149079 0.518912 -0.618113 4.717569 -16.514802 19.452802 6643341817.438931 
rand_499 -1.642578 -1.167053 0.002873 -1.628925 0.190209 0.000569 969121590.179051 1.089294 4051886.031550 -0.148075 0.515049 -0.616812 4.683953 -16.380295 19.406409 7277292261.838648 
